City,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
New York,Clinton Hill,40.69322942,-73.96784306,Utrecht,40.69363354,-73.96364697,Arts & Crafts Store
New York,Clinton Hill,40.69322942,-73.96784306,Manhatten Skyline ( Brooklyn Side),40.695883,-73.967047,Scenic Lookout
New York,Clinton Hill,40.69322942,-73.96784306,the wild kind beauty,40.697018,-73.968744,Spa
New York,Clinton Hill,40.69322942,-73.96784306,Paper Garden / Never Break Down,40.69431486,-73.96263113,Music Venue
New York,Clinton Hill,40.69322942,-73.96784306,The Kosher Cafe,40.69765507,-73.96680351,Café
New York,Sea Gate,40.57637538,-74.00787311,Mermaid Spa,40.57496567,-74.00324832,Spa
New York,Sea Gate,40.57637538,-74.00787311,Sea Gate Beach,40.57592624,-74.00452639,Beach
New York,Sea Gate,40.57637538,-74.00787311,Above Construction,40.5776593,-74.01154518,Construction & Landscaping
New York,Sea Gate,40.57637538,-74.00787311,JM Marino Corp.,40.57621898,-74.0122962,Video Store
New York,Sea Gate,40.57637538,-74.00787311,Mermaid Optical,40.5789391,-74.00485923,Optical Shop
New York,Sea Gate,40.57637538,-74.00787311,MTA B36/ B74 (37th & Neptune,40.57741578,-74.00260399,Bus Station
New York,Downtown,40.69084402,-73.98346337,DeKalb Market Hall,40.69124976,-73.98257927,Food Court
New York,Downtown,40.69084402,-73.98346337,Alamo Drafthouse Cinema - Brooklyn,40.69101558,-73.98368572,Movie Theater
New York,Downtown,40.69084402,-73.98346337,Trader Joe's,40.69133954,-73.98251532,Grocery Store
New York,Downtown,40.69084402,-73.98346337,Han Dynasty,40.69133392,-73.98245632,Chinese Restaurant
New York,Downtown,40.69084402,-73.98346337,Junior's Restaurant,40.69004689,-73.98167432,Diner
New York,Downtown,40.69084402,-73.98346337,Target,40.69060069,-73.98365383,Department Store
New York,Downtown,40.69084402,-73.98346337,Devoción Café,40.68866034,-73.98360985,Coffee Shop
New York,Downtown,40.69084402,-73.98346337,Ample Hills Creamery,40.69129059,-73.98256126,Ice Cream Shop
New York,Downtown,40.69084402,-73.98346337,Daigo Hand Roll Bar,40.69125895,-73.982603,Japanese Restaurant
New York,Downtown,40.69084402,-73.98346337,Century 21,40.69012962,-73.98331749,Department Store
New York,Downtown,40.69084402,-73.98346337,A Taste Of Katz's,40.69137757,-73.98242574,Sandwich Place
New York,Downtown,40.69084402,-73.98346337,House of Wax,40.69114893,-73.98390801,Bar
New York,Downtown,40.69084402,-73.98346337,Tangerine Hot Power Yoga,40.68864821,-73.98504517,Yoga Studio
New York,Downtown,40.69084402,-73.98346337,Eight Turn Crêpe,40.69118634,-73.98283087,Creperie
New York,Downtown,40.69084402,-73.98346337,City Point,40.69065157,-73.98357024,Shopping Mall
New York,Downtown,40.69084402,-73.98346337,Flying Tiger Copenhagen,40.69124562,-73.98274158,Gift Shop
New York,Downtown,40.69084402,-73.98346337,Hungry Ghost,40.68985278,-73.98024667,Coffee Shop
New York,Downtown,40.69084402,-73.98346337,Bunsmith,40.69109092,-73.98279565,Asian Restaurant
New York,Downtown,40.69084402,-73.98346337,Brooklyn Fare,40.68867,-73.98565,Grocery Store
New York,Downtown,40.69084402,-73.98346337,Brooklyn Martial Arts,40.68821,-73.98208,Martial Arts Dojo
New York,Downtown,40.69084402,-73.98346337,Circa Brewing Co,40.69168497,-73.98621813,Brewery
New York,Downtown,40.69084402,-73.98346337,Andrew's Classic Roadside Hamburgers,40.69106042,-73.98290772,Burger Joint
New York,Downtown,40.69084402,-73.98346337,Livingston Manor,40.68936739,-73.98598831,Cocktail Bar
New York,Downtown,40.69084402,-73.98346337,Arepa Lady,40.69118197,-73.98278466,South American Restaurant
New York,Downtown,40.69084402,-73.98346337,Pierogi Boys,40.69122086,-73.98284443,Polish Restaurant
New York,Downtown,40.69084402,-73.98346337,Dulcinea Churros & Co.,40.69136412,-73.9824209,Bakery
New York,Downtown,40.69084402,-73.98346337,Manhattan Athletic Club,40.69157159,-73.98552232,Gym
New York,Downtown,40.69084402,-73.98346337,Nordstrom Rack Fulton Street,40.69070996,-73.98490548,Discount Store
New York,Downtown,40.69084402,-73.98346337,Grand Army,40.68832939,-73.98661169,Seafood Restaurant
New York,Downtown,40.69084402,-73.98346337,Chelsea Piers Fitness Brooklyn,40.6879896,-73.9834513,Athletics & Sports
New York,Downtown,40.69084402,-73.98346337,Hare Krishna Temple Cafeteria / Govinda's Kitchen,40.68753309,-73.98208081,Vegetarian / Vegan Restaurant
New York,Downtown,40.69084402,-73.98346337,Belle Cheese,40.690765,-73.983282,Cheese Shop
New York,Downtown,40.69084402,-73.98346337,Xifu Food,40.68814068,-73.98202381,Chinese Restaurant
New York,Downtown,40.69084402,-73.98346337,Gong Cha 貢茶 (Gong Cha),40.69151241,-73.98634876,Bubble Tea Shop
New York,Downtown,40.69084402,-73.98346337,Kotti Berliner Döner Kebab,40.69066215,-73.98353347,Restaurant
New York,Downtown,40.69084402,-73.98346337,Cookie's Dept. Stores,40.68948529,-73.9826339,Kids Store
New York,Downtown,40.69084402,-73.98346337,BRIC House,40.68853879,-73.97947275,Performing Arts Venue
New York,Downtown,40.69084402,-73.98346337,Golden Fried Dumpling,40.69227699,-73.98433849,Dumpling Restaurant
New York,Downtown,40.69084402,-73.98346337,Wine Legend,40.69317117,-73.98184208,Wine Bar
New York,Downtown,40.69084402,-73.98346337,Kung Fu Tea,40.68945448,-73.98583706,Bubble Tea Shop
New York,Downtown,40.69084402,-73.98346337,Pio Bagel,40.69215913,-73.98636845,Bagel Shop
New York,Downtown,40.69084402,-73.98346337,Hawa Smoothies & Bubble Tea,40.69217337,-73.98700437,Juice Bar
New York,Downtown,40.69084402,-73.98346337,Bread & Spread,40.69079944,-73.98308158,Sandwich Place
New York,Downtown,40.69084402,-73.98346337,Café D'Avignon,40.69136015,-73.98244828,Café
New York,Downtown,40.69084402,-73.98346337,Likkle More Jerk,40.69074288,-73.98338796,Caribbean Restaurant
New York,Downtown,40.69084402,-73.98346337,Forcella,40.69114132,-73.98282473,Pizza Place
New York,Downtown,40.69084402,-73.98346337,Sophies Cuban Cuisine,40.69062664,-73.98779656,Cuban Restaurant
New York,Downtown,40.69084402,-73.98346337,Smashburger,40.68978407,-73.97961795,Burger Joint
New York,Downtown,40.69084402,-73.98346337,Fast and Fresh Burrito Deli,40.68798348,-73.98693456,Burrito Place
New York,Downtown,40.69084402,-73.98346337,Fletcher's Brooklyn Barbecue,40.69128558,-73.98268195,BBQ Joint
New York,Downtown,40.69084402,-73.98346337,Andrew’s Classic Brooklyn Bagels,40.69060107,-73.98359843,Bagel Shop
New York,Downtown,40.69084402,-73.98346337,House Of Hoops,40.690833,-73.98634851,Sporting Goods Shop
New York,Downtown,40.69084402,-73.98346337,Yaso Tangbao,40.69174084,-73.98640165,Shanghai Restaurant
New York,Downtown,40.69084402,-73.98346337,Bedouin Tent,40.686936,-73.984469,Middle Eastern Restaurant
New York,Downtown,40.69084402,-73.98346337,The Brooklyner Roof,40.69284258,-73.98597859,Roof Deck
New York,Downtown,40.69084402,-73.98346337,AEO Factory & Aerie Store,40.69048,-73.985447,Clothing Store
New York,Downtown,40.69084402,-73.98346337,Fulton Landing Seafood Co.,40.690661,-73.981999,Food Stand
New York,Downtown,40.69084402,-73.98346337,Fulton Hot Dog King,40.69007432,-73.98398847,Hot Dog Joint
New York,Downtown,40.69084402,-73.98346337,Shake Shack,40.692161,-73.988621,Burger Joint
New York,Downtown,40.69084402,-73.98346337,BAM Harvey Theater,40.68842703,-73.97879201,Theater
New York,Downtown,40.69084402,-73.98346337,The Primary Essentials,40.68739379,-73.98597649,Furniture / Home Store
New York,Downtown,40.69084402,-73.98346337,Bridge Cleaners & Tailors,40.689749,-73.98600731,Dry Cleaner
New York,Downtown,40.69084402,-73.98346337,Mile End Delicatessen,40.68743553,-73.98707539,Sandwich Place
New York,Downtown,40.69084402,-73.98346337,Uni K Wax,40.68744427,-73.98062977,Spa
New York,Downtown,40.69084402,-73.98346337,Physio Logic,40.6921469,-73.98852087,Medical Center
New York,Downtown,40.69084402,-73.98346337,Craft + Carry,40.69137215,-73.98240262,Beer Bar
New York,Downtown,40.69084402,-73.98346337,The Brooklyner Gym,40.69265682,-73.98617224,Gym
New York,Downtown,40.69084402,-73.98346337,Forno Rosso,40.69443698,-73.98344175,Pizza Place
New York,Downtown,40.69084402,-73.98346337,Starbucks Reserve,40.69306729,-73.98364073,Coffee Shop
New York,Downtown,40.69084402,-73.98346337,Myrtle Promenade,40.69366604,-73.98602105,Plaza
New York,Downtown,40.69084402,-73.98346337,Robert,40.68655866,-73.98512782,Bar
New York,Downtown,40.69084402,-73.98346337,Lioni Italian Heroes,40.69129006,-73.9825556,Sandwich Place
New York,Downtown,40.69084402,-73.98346337,Steve’s Authentic Key Lime Pie,40.69136645,-73.98242011,Pie Shop
New York,Downtown,40.69084402,-73.98346337,Foragers,40.69118877,-73.9828568,American Restaurant
New York,Downtown,40.69084402,-73.98346337,Payless ShoeSource,40.69126312,-73.98669413,Shoe Store
New York,Downtown,40.69084402,-73.98346337,Urban Uncorked,40.69491212,-73.98372449,Wine Shop
New York,Downtown,40.69084402,-73.98346337,Free Range Wines & Spirits,40.68803656,-73.9876103,Wine Shop
New York,Downtown,40.69084402,-73.98346337,Five Guys,40.69367613,-73.98608686,Burger Joint
New York,Downtown,40.69084402,-73.98346337,Bijan's,40.68805324,-73.98673996,Middle Eastern Restaurant
New York,Downtown,40.69084402,-73.98346337,Holiday Inn Downtown Brooklyn,40.68731146,-73.9824003,Hotel
New York,Downtown,40.69084402,-73.98346337,BKLYN Air,40.69504819,-73.98315974,Residential Building (Apartment / Condo)
New York,Downtown,40.69084402,-73.98346337,Delaney Chicken,40.691023,-73.982952,Fried Chicken Joint
New York,Downtown,40.69084402,-73.98346337,Korilla BBQ,40.69380325,-73.98584346,Asian Restaurant
New York,Downtown,40.69084402,-73.98346337,New York Marriott at the Brooklyn Bridge,40.69346768,-73.98775935,Hotel
New York,Downtown,40.69084402,-73.98346337,Doner Kebab NYC,40.6921156,-73.98749255,Kebab Restaurant
New York,Downtown,40.69084402,-73.98346337,Kumble Theater,40.6912611,-73.98122549,Performing Arts Venue
New York,Downtown,40.69084402,-73.98346337,Starbucks,40.691174,-73.98254,Coffee Shop
New York,Downtown,40.69084402,-73.98346337,Twisted Lily,40.68761984,-73.98645751,Cosmetics Shop
New York,Downtown,40.69084402,-73.98346337,Sterling Place,40.68756009,-73.98631968,Gift Shop
New York,Downtown,40.69084402,-73.98346337,Steven Alan - Brooklyn (Women's),40.68782887,-73.98696105,Clothing Store
New York,Downtown,40.69084402,-73.98346337,Collier West,40.68734598,-73.98564012,Antique Shop
New York,Downtown,40.69084402,-73.98346337,Brooklyn Ballet,40.68953205,-73.98740763,Dance Studio
New York,Downtown,40.69084402,-73.98346337,Betty Bakery,40.68638456,-73.98335021,Bakery
New York,Downtown,40.69084402,-73.98346337,Pollo d'Oro,40.69482273,-73.98337285,Peruvian Restaurant
New York,Downtown,40.69084402,-73.98346337,Bigeye Sushi,40.693227,-73.985739,Sushi Restaurant
New York,Downtown,40.69084402,-73.98346337,UrbanGlass,40.68831892,-73.97931872,Arts & Crafts Store
New York,Downtown,40.69084402,-73.98346337,Boqueria Brooklyn,40.6880321,-73.97893763,Spanish Restaurant
New York,Downtown,40.69084402,-73.98346337,Jianbing Company,40.69126959,-73.98257629,Shanghai Restaurant
New York,Downtown,40.69084402,-73.98346337,Wiki Wiki,40.69127501,-73.98255604,Hawaiian Restaurant
New York,Downtown,40.69084402,-73.98346337,The Liquor Store.com,40.68806,-73.97996,Liquor Store
New York,Boerum Hill,40.68568291,-73.98374824,Rucola,40.68565941,-73.98576926,Italian Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,Rice & Miso,40.68463349,-73.98376849,Japanese Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,Robert,40.68655866,-73.98512782,Bar
New York,Boerum Hill,40.68568291,-73.98374824,Bedouin Tent,40.686936,-73.984469,Middle Eastern Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,dot & line,40.68409235,-73.98367714,Coffee Shop
New York,Boerum Hill,40.68568291,-73.98374824,Taiki,40.68450008,-73.98378319,Sushi Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,Building on Bond,40.68641859,-73.98530245,American Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,Hare Krishna Temple Cafeteria / Govinda's Kitchen,40.68753309,-73.98208081,Vegetarian / Vegan Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,Tres Belle Spa,40.68658389,-73.98509566,Spa
New York,Boerum Hill,40.68568291,-73.98374824,Gumbo,40.68572233,-73.98150074,Kids Store
New York,Boerum Hill,40.68568291,-73.98374824,Betty Bakery,40.68638456,-73.98335021,Bakery
New York,Boerum Hill,40.68568291,-73.98374824,Roulette,40.685511,-73.98065051,Concert Hall
New York,Boerum Hill,40.68568291,-73.98374824,The Primary Essentials,40.68739379,-73.98597649,Furniture / Home Store
New York,Boerum Hill,40.68568291,-73.98374824,Brooklyn Martial Arts,40.68821,-73.98208,Martial Arts Dojo
New York,Boerum Hill,40.68568291,-73.98374824,Devoción Café,40.68866034,-73.98360985,Coffee Shop
New York,Boerum Hill,40.68568291,-73.98374824,Hollow Nickel,40.68577927,-73.98187953,Bar
New York,Boerum Hill,40.68568291,-73.98374824,St. Gambrinus Beer Shoppe,40.68502865,-73.97987253,Bar
New York,Boerum Hill,40.68568291,-73.98374824,Chelsea Piers Fitness Brooklyn,40.6879896,-73.9834513,Athletics & Sports
New York,Boerum Hill,40.68568291,-73.98374824,Mile End Delicatessen,40.68743553,-73.98707539,Sandwich Place
New York,Boerum Hill,40.68568291,-73.98374824,Holiday Inn Downtown Brooklyn,40.68731146,-73.9824003,Hotel
New York,Boerum Hill,40.68568291,-73.98374824,Tangerine Hot Power Yoga,40.68864821,-73.98504517,Yoga Studio
New York,Boerum Hill,40.68568291,-73.98374824,Hank's Saloon,40.68538553,-73.98090385,Dive Bar
New York,Boerum Hill,40.68568291,-73.98374824,Uni K Wax,40.68744427,-73.98062977,Spa
New York,Boerum Hill,40.68568291,-73.98374824,Brooklyn Fare,40.68867,-73.98565,Grocery Store
New York,Boerum Hill,40.68568291,-73.98374824,Out of the Closet - Brooklyn,40.6859681,-73.98221885,Thrift / Vintage Store
New York,Boerum Hill,40.68568291,-73.98374824,Grand Army,40.68832939,-73.98661169,Seafood Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,Iyengar Yoga Institute,40.68451352,-73.9804527,Yoga Studio
New York,Boerum Hill,40.68568291,-73.98374824,Bacchus Bistro & Wine Bar,40.68686962,-73.9844651,French Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,Fast and Fresh Burrito Deli,40.68798348,-73.98693456,Burrito Place
New York,Boerum Hill,40.68568291,-73.98374824,Masala Grill,40.68554017,-73.98120188,Indian Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,Xifu Food,40.68814068,-73.98202381,Chinese Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,GRDN,40.68734805,-73.98725396,Flower Shop
New York,Boerum Hill,40.68568291,-73.98374824,Gotham Archery,40.68250448,-73.98603206,Athletics & Sports
New York,Boerum Hill,40.68568291,-73.98374824,Collier West,40.68734598,-73.98564012,Antique Shop
New York,Boerum Hill,40.68568291,-73.98374824,The Brooklyn Inn,40.68587956,-73.98838905,Bar
New York,Boerum Hill,40.68568291,-73.98374824,Nunu Chocolates,40.68510216,-73.98003896,Chocolate Shop
New York,Boerum Hill,40.68568291,-73.98374824,The Brooklyn Circus,40.68413978,-73.98393724,Men's Store
New York,Boerum Hill,40.68568291,-73.98374824,Mark Morris Dance Center,40.68681841,-73.97889287,Dance Studio
New York,Boerum Hill,40.68568291,-73.98374824,Sterling Place,40.68756009,-73.98631968,Gift Shop
New York,Boerum Hill,40.68568291,-73.98374824,Twisted Lily,40.68761984,-73.98645751,Cosmetics Shop
New York,Boerum Hill,40.68568291,-73.98374824,Hunting with Jake,40.68725538,-73.98568708,Furniture / Home Store
New York,Boerum Hill,40.68568291,-73.98374824,French Louie,40.68805616,-73.98815886,French Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,Coffee Project NY,40.68770165,-73.97921587,Coffee Shop
New York,Boerum Hill,40.68568291,-73.98374824,BRIC House,40.68853879,-73.97947275,Performing Arts Venue
New York,Boerum Hill,40.68568291,-73.98374824,Free Range Wines & Spirits,40.68803656,-73.9876103,Wine Shop
New York,Boerum Hill,40.68568291,-73.98374824,Bijan's,40.68805324,-73.98673996,Middle Eastern Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,Steven Alan - Brooklyn (Women's),40.68782887,-73.98696105,Clothing Store
New York,Boerum Hill,40.68568291,-73.98374824,Madina Industrial Corporation,40.68472957,-73.97891071,Cosmetics Shop
New York,Boerum Hill,40.68568291,-73.98374824,Theatre For A New Audience at Polonsky Shakespeare Center,40.6874624,-73.97832887,Theater
New York,Boerum Hill,40.68568291,-73.98374824,Cloak & Dagger,40.68809464,-73.98677194,Boutique
New York,Boerum Hill,40.68568291,-73.98374824,Eva Gentry Consignment,40.68748888,-73.98587536,Clothing Store
New York,Boerum Hill,40.68568291,-73.98374824,Hungry Ghost,40.68799697,-73.97880486,Coffee Shop
New York,Boerum Hill,40.68568291,-73.98374824,Livingston Manor,40.68936739,-73.98598831,Cocktail Bar
New York,Boerum Hill,40.68568291,-73.98374824,Century 21,40.69012962,-73.98331749,Department Store
New York,Boerum Hill,40.68568291,-73.98374824,Whole Foods Market 365,40.68633674,-73.97846731,Grocery Store
New York,Boerum Hill,40.68568291,-73.98374824,Salsa Salsa Dance Studio,40.68274801,-73.97931087,Dance Studio
New York,Boerum Hill,40.68568291,-73.98374824,La Flor Del Paraiso,40.68570962,-73.98151415,Mexican Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,Upper 90 Soccer Store,40.68761944,-73.98642557,Sporting Goods Shop
New York,Boerum Hill,40.68568291,-73.98374824,The Flamingo,40.68797634,-73.97878201,Tiki Bar
New York,Boerum Hill,40.68568291,-73.98374824,Dancewave,40.68314003,-73.97903834,Dance Studio
New York,Boerum Hill,40.68568291,-73.98374824,Blick Art Materials,40.687611,-73.979451,Arts & Crafts Store
New York,Boerum Hill,40.68568291,-73.98374824,Boqueria Brooklyn,40.6880321,-73.97893763,Spanish Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,Retrofret Vintage Guitars,40.68214802,-73.98640747,Music Store
New York,Boerum Hill,40.68568291,-73.98374824,Court 16,40.6818802,-73.98421173,Tennis Court
New York,Boerum Hill,40.68568291,-73.98374824,The Liquor Store.com,40.68806,-73.97996,Liquor Store
New York,Boerum Hill,40.68568291,-73.98374824,UrbanGlass,40.68831892,-73.97931872,Arts & Crafts Store
New York,Boerum Hill,40.68568291,-73.98374824,Elberih Deli,40.684965,-73.986095,Sandwich Place
New York,Boerum Hill,40.68568291,-73.98374824,Kung Fu Tea,40.68945448,-73.98583706,Bubble Tea Shop
New York,Boerum Hill,40.68568291,-73.98374824,Ilovekickboxing,40.68825525,-73.98215479,Martial Arts Dojo
New York,Boerum Hill,40.68568291,-73.98374824,Cookie's Dept. Stores,40.68948529,-73.9826339,Kids Store
New York,Boerum Hill,40.68568291,-73.98374824,Absolute Coffee,40.68807947,-73.98769333,Coffee Shop
New York,Boerum Hill,40.68568291,-73.98374824,Cumbe Center For African And Diaspora Dance,40.68815434,-73.98013621,Dance Studio
New York,Boerum Hill,40.68568291,-73.98374824,Jalapa Jar,40.68666323,-73.97908086,Tex-Mex Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,Juice Press,40.68614975,-73.97870572,Juice Bar
New York,Boerum Hill,40.68568291,-73.98374824,Next Level Burger,40.68620708,-73.97875159,Burger Joint
New York,Boerum Hill,40.68568291,-73.98374824,Bridge Cleaners & Tailors,40.689749,-73.98600731,Dry Cleaner
New York,Boerum Hill,40.68568291,-73.98374824,Fulton Hot Dog King,40.69007432,-73.98398847,Hot Dog Joint
New York,Boerum Hill,40.68568291,-73.98374824,Halal Paradise Food Truck,40.68426301,-73.97855218,Food Truck
New York,Boerum Hill,40.68568291,-73.98374824,CKO Kickboxing,40.68551133,-73.97848428,Gym / Fitness Center
New York,Boerum Hill,40.68568291,-73.98374824,Halal Intl,40.68452973,-73.97867261,Halal Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,No Pork Halal Kitchen,40.68320558,-73.97913268,Chinese Restaurant
New York,Boerum Hill,40.68568291,-73.98374824,Nevins Shipping & Mailing,40.68429,-73.9836,Paper / Office Supplies Store
New York,Boerum Hill,40.68568291,-73.98374824,Bergen Gourmet Deli,40.68433048,-73.98383224,Convenience Store
New York,Boerum Hill,40.68568291,-73.98374824,Citibike Station,40.686524,-73.987473,Bike Rental / Bike Share
New York,Boerum Hill,40.68568291,-73.98374824,Jane Laundromat,40.68324627,-73.9873139,Laundromat
New York,Boerum Hill,40.68568291,-73.98374824,Red Lion Inn & Suites Brooklyn,40.68141785,-73.98453661,Hotel
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,PLG Coffee House and Tavern,40.66000671,-73.95336194,Café
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,STREETSWEEPER,40.657146,-73.953219,Pizza Place
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Gandhi Fine Indian Cuisine,40.65516762,-73.9563245,Indian Restaurant
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Island to Island Brewery,40.65583499,-73.95309081,Brewery
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Glady's,40.66132645,-73.95341147,Caribbean Restaurant
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Pels Pie Co.,40.66163597,-73.95362966,Bakery
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,The Owl Music Parlor,40.660109,-73.953193,Music Venue
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Little Mo Wine & Spirits,40.6603461,-73.9503603,Liquor Store
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Allan's Bakery,40.66060287,-73.95060598,Bakery
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Camillo,40.65962621,-73.95056844,Italian Restaurant
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Greenlight Bookstore,40.65786219,-73.96050901,Bookstore
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,"Blessings: Herbs, Coffee, and Florist",40.6570249,-73.96013855,Café
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Silver Rice,40.659673,-73.960368,Sushi Restaurant
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Glou,40.662803,-73.953912,Tapas Restaurant
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Santana Premium Cigar,40.66106847,-73.95067082,Smoke Shop
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,House of Juice,40.65589045,-73.95295329,Juice Bar
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Dale View Biscuits&Beer,40.658962,-73.95067,Café
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Midwood Flats,40.65954776,-73.96048738,Gastropub
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Parkside Creamery,40.6568144,-73.9602111,Ice Cream Shop
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,El Castillo de Jagua,40.65668545,-73.96006798,Spanish Restaurant
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Star Liner Cafe & Market,40.65782714,-73.9503985,Café
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Record City,40.658324,-73.958952,Record Shop
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Salem's Hour,40.66064409,-73.95064813,Café
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Inkwell Cafe,40.66277588,-73.95378923,Jazz Club
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Habib Deli,40.65800504,-73.96037861,Deli / Bodega
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Errol's Caribbean Bakery,40.65715956,-73.96020381,Caribbean Restaurant
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,The Westbury Inn,40.65679227,-73.96015905,Dive Bar
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Culpepper's,40.66041873,-73.95255327,Caribbean Restaurant
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,King of Tandoor,40.65893716,-73.96056474,Indian Restaurant
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Soldiers Jamaican,40.65591228,-73.95013847,Caribbean Restaurant
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,65 Fen,40.65812651,-73.96011419,Wine Shop
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,I.M. Pastry Studio,40.65995026,-73.95052338,Bakery
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Dollar Tree,40.65519775,-73.95274214,Discount Store
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Cinnamon Girl,40.65930002,-73.96057419,Bakery
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Trixie's,40.659683,-73.960479,Pet Store
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Mike's Pizza,40.65530786,-73.95643906,Pizza Place
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Sushi Tatsu III,40.65760605,-73.96039603,Sushi Restaurant
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Honey Badger,40.658134,-73.95988,Restaurant
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Scoops,40.658091,-73.960598,Ice Cream Shop
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Papa John's Pizza,40.6570626,-73.95291109,Pizza Place
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Key Food,40.65695677,-73.95041704,Supermarket
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Delroy's,40.65812079,-73.96004522,Food
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Luigi's Pizza,40.6570691,-73.9529505,Pizza Place
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Food Dynasty,40.65506899,-73.95242929,Grocery Store
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Ideal Food Basket,40.65482493,-73.95626464,Supermarket
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,CVS/pharmacy,40.65634764,-73.95019199,Pharmacy
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Nostrand Fruits & Vegetables,40.65792816,-73.95045636,Farmers Market
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Castillo De Las Rosas,40.65752954,-73.95995027,Spanish Restaurant
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Prospect Pizza,40.65869657,-73.96030859,Pizza Place
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,llyas Halal Food Cart,40.66261,-73.95549,Food Truck
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,Family Mini Market,40.66164129,-73.95100152,Deli / Bodega
New York,Prospect Lefferts Gardens,40.65842002,-73.95489867,First Class Liquors,40.65608631,-73.95995593,Liquor Store
New York,Ocean Hill,40.67840255,-73.91306832,Daily Press Coffee,40.67848994,-73.91090904,Coffee Shop
New York,Ocean Hill,40.67840255,-73.91306832,Tower Isle Patties,40.6753098,-73.91315576,Bakery
New York,Ocean Hill,40.67840255,-73.91306832,Baskin-Robbins,40.67957769,-73.91598964,Ice Cream Shop
New York,Ocean Hill,40.67840255,-73.91306832,Marion Park,40.68241004,-73.91314401,Playground
